license_number,business_name,dba_name,dba_registration_city,establishment_address_1,establishment_address_2,establishment_city,establishment_state,establishment_zipcode,latitude,longitude,county,county_lat,county_long,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,license_type,application_status,lic_status,approved_license_type,priority_applicant_type,cultivation_environment,cultivation_tier,establishment_activities,establishment_cultivation_environment,square_footage_establishment,APPLICATION_CREATED_DATE,CNB_DEEMED_COMPLETE_DATE,APPLICATION_APPROVED_DATE,CNB_DATE_OF_FINAL_LICENSURE-1,LIC_START_DATE,LIC_EXPIRATION_DATE,COMMENCE_OPERATIONS_DATE,CCCUpdateDate
MP281427,"Berkshire Roots, Inc.",,,501 Dalton Avenue,,Pittsfield,MA,01201,42.465578,-73.212294,Berkshire,42.396128,-73.209889,501 Dalton Ave,,Pittsfield,MA,01201,POINT (-73.209889 42.396128),POINT (-73.212294 42.4655780),501 Dalton Ave,,Pittsfield,MA,01201,Marijuana Product Manufacturer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,54400,7/3/2018,9/6/2018,10/4/2018,2/7/2019,12/8/2022,12/31/2023,3/29/2019,12/19/2022
MR281585,"Berkshire Roots, Inc.",,,501 Dalton Avenue,,Pittsfield,MA,01201,42.465578,-73.212294,Berkshire,42.396128,-73.209889,501 Dalton Ave,,Pittsfield,MA,01201,POINT (-73.209889 42.396128),POINT (-73.212294 42.4655780),501 Dalton Ave,,Pittsfield,MA,01201,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,54400,6/12/2018,9/6/2018,10/4/2018,2/7/2019,11/18/2021,1/13/2023,3/29/2019,12/19/2022
MR281845,"Berkshire Roots, Inc.",,,253 Meridian Street,,Boston,MA,02128,42.376097,-71.038891,Suffolk,42.334948,-71.073493,501 DALTON AVE,,PITTSFIELD,MA,01201,POINT (-71.073493 42.334948),POINT (-71.038891 42.3760970),501 DALTON AVE,,PITTSFIELD,MA,01201,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,1330,8/29/2018,6/7/2019,8/9/2019,6/4/2020,10/13/2022,10/14/2023,6/29/2020,12/19/2022
MB281858,"Wise Man Genetics, LLC","Wise Man Genetics, LLC",Middleborough,370 Wareham Road,"Lot 2A, Building 4, Unit A",Middleborough,MA,02346,41.857559,-70.864131,Plymouth,41.978877,-70.818958,55 Knox Trail Rd,,Acton,MA,01720,POINT (-70.818958 41.978877),POINT (-70.864131 41.8575590),18 Thaxter Rd,,Newton,MA,02460,Marijuana Microbusiness,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,General Applicant,,,Cultivating,Indoor,12150,4/10/2020,7/26/2021,10/14/2021,,,,,12/19/2022
MP282023,"ACMJ, Inc",,,532 Main Street,,Holyoke,MA,01040,42.196031,-72.610652,Hampden,42.12756,-72.571312,532 Main St.,,Holyoke,MA,01040,POINT (-72.571312 42.12756),POINT (-72.610652 42.1960309),532 Main St.,,Holyoke,MA,01040,Marijuana Product Manufacturer,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,General Applicant,,,,,13000,2/2/2021,4/9/2021,6/22/2021,,,,,12/19/2022
MR283040,"Turning Leaf Centers Northampton, LLC",Turning Leaf Cannabis,Northampton,261 King Street,,Northampton,MA,01060,42.33138,-72.633972,Hampshire,42.322256,-72.62073,261 King Street,,Northampton,MA,01060,POINT (-72.62073 42.322256),POINT (-72.633972 42.3313800),PO Box 1328,,East Otis,MA,01029,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,3648,10/9/2019,7/7/2020,9/10/2020,2/11/2021,9/15/2022,9/18/2023,3/11/2021,12/19/2022
MC283322,"ACMJ, Inc",,,532 Main Street,,Holyoke,MA,01040,42.196031,-72.610652,Hampden,42.12756,-72.571312,532 Main St.,,Holyoke,MA,01040,POINT (-72.571312 42.12756),POINT (-72.610652 42.1960309),532 Main St.,,Holyoke,MA,01040,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 01: up to 5,000 square feet",,,13000,1/23/2021,4/9/2021,6/22/2021,,7/2/2022,7/2/2023,,12/19/2022
MR281663,Witch City Gardens LLC,,,2 Bridge St.,,Salem,MA,01970,42.536549,-70.887166,Essex,42.635475,-70.970827,36-38 Jefferson Ave,,Salem,MA,01970,POINT (-70.970827 42.635475),POINT (-70.887165 42.5365490),36-38 Jefferson Ave,,Salem,MA,01970,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,14000,6/27/2018,3/19/2020,6/4/2020,,10/13/2022,10/13/2023,,12/19/2022
MC281615,Witch City Gardens LLC,,,36-38 Jefferson Ave,,Salem,MA,01970,42.51445,-70.900493,Essex,42.635475,-70.970827,36-38 Jefferson Ave,,Salem,MA,01970,POINT (-70.970827 42.635475),POINT (-70.900492 42.5144499),36-38 Jefferson Ave,,Salem,MA,01970,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,14000,7/20/2018,3/19/2020,6/4/2020,,7/20/2020,7/20/2021,,12/19/2022
CO281297,High Dune Craft Cooperative LLC,,Truro,N/A,,N/A,MA,N/A,42.15652,-71.489592,,,,23 Old Bridge Rd.,,Truro,MA,02666,,POINT (-71.489592 42.15652),PO Box 273,,North Truro,MA,02652,Craft Marijuana Cooperative,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Outdoor,"Tier 03: 10,001 to 20,000 sq. ft",,,,5/1/2018,4/9/2021,6/22/2021,,7/13/2021,8/12/2022,,12/19/2022
MB281797,BeachGrass Topicals LLC,,Wareham,"3103 Cranberry Hwy, Unit F",,Wareham,MA,02538,41.75562,-70.644254,Plymouth,41.978877,-70.818958,3103 Cranberry Hwy,Unit F,East Wareham,MA,02538,POINT (-70.818958 41.978877),POINT (-70.644254 41.75562),35 Bay Head Shores Road,,Buzzards Bay,MA,02532,Marijuana Microbusiness,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,Manufacturing,Not Cultivating,2000,2/22/2020,6/1/2021,8/12/2021,12/8/2022,10/13/2022,10/14/2023,,12/19/2022
MP281674,Paper City Industries LLC,,,11 Berkshire Street,,Holyoke,MA,01040,42.193465,-72.61559,Hampden,42.12756,-72.571312,11 Berkshire Street,,Holyoke,MA,01040,POINT (-72.571312 42.12756),POINT (-72.615589 42.1934650),"223 N. Guadalupe, #502",,Santa Fe,NM,87501,Marijuana Product Manufacturer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,300000,5/21/2019,7/10/2020,9/10/2020,,1/20/2022,1/21/2023,,12/19/2022
MC282163,Paper City Industries LLC,,,11 Berkshire Street,,Holyoke,MA,01040,42.193465,-72.61559,Hampden,42.12756,-72.571312,11 Berkshire Street,,Holyoke,MA,01040,POINT (-72.571312 42.12756),POINT (-72.615589 42.1934650),223 N. Guadalupe,#502,Santa Fe,NM,87501,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 06: 40,001 to 50,000 sq. ft",,,300000,5/21/2019,7/10/2020,9/10/2020,,1/20/2022,1/21/2023,,12/19/2022
MR282554,"Good Chemistry of Massachusetts, Inc.",,,696 Western Avenue,,Lynn,MA,01902,42.463408,-70.964255,Essex,42.635475,-70.970827,696 Western Avenue,,Lynn,MA,01905,POINT (-70.970827 42.635475),POINT (-70.964254 42.4634080),1550 Larimer Street,Suite 296,Denver,CO,80202,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,3750,4/1/2019,8/28/2019,10/10/2019,11/18/2021,10/13/2022,10/29/2023,12/14/2021,12/19/2022
MP281410,"Good Chemistry of Massachusetts, Inc.",,,20 Williams Way,,Bellingham,MA,02019,42.084663,-71.494814,Norfolk,42.199156,-71.15444,20 Williams Way,,Bellingham,MA,02019,POINT (-71.15444 42.199156),POINT (-71.494814 42.0846629),50 Congress Street,Suite 420,Boston,MA,02109,Marijuana Product Manufacturer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,9000,6/19/2018,8/10/2018,11/20/2018,2/21/2019,10/13/2022,11/30/2023,4/29/2019,12/19/2022
MC281557,"Good Chemistry of Massachusetts, Inc.",,,20 William Way,,Bellingham,MA,02019,42.084663,-71.494814,Norfolk,42.199156,-71.15444,20 Williams Way,,Bellingham,MA,02019,POINT (-71.15444 42.199156),POINT (-71.494814 42.0846629),50 Congress Street,Suite 420,Boston,MA,02109,Marijuana Cultivator,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,Indoor,"Tier 04: 20,001 to 30,000 sq. ft",,,9000,6/18/2018,8/10/2018,11/20/2018,2/21/2019,10/13/2022,11/30/2023,4/29/2019,12/19/2022
MR282666,"THE HIGH END WELLNESS COMPANY, LLC",,,384 DWIGHT STREET,,Holyoke,MA,01040,42.204729,-72.604608,Hampden,42.12756,-72.571312,384 DWIGHT STREET,,HOLYOKE,MA,01040,POINT (-72.571312 42.12756),POINT (-72.604607 42.204729),PO BOX 151,,HOLYOKE,MA,01041,Marijuana Retailer,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,General Applicant,,,,,3000,4/30/2019,5/21/2020,7/9/2020,,,,,12/19/2022
MP281488,Morando Brands LLC,,,319 Newburyport Turnpike Units 002/003,,Rowley,MA,01969,42.714604,-70.905926,Essex,42.635475,-70.970827,319 Newburyport Turnpike STE 002 & 003,,Rowley,MA,01969,POINT (-70.970827 42.635475),POINT (-70.905925 42.7146040),87 Main Street,,North Reading,MA,01864,Marijuana Product Manufacturer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,2700,9/18/2018,12/17/2021,2/14/2022,11/10/2022,2/18/2022,2/18/2023,,12/19/2022
MB281692,"Green Thumb Growers, LLC",,,1935 Lakeview Ave,,Dracut,MA,01826,42.683234,-71.349922,Middlesex,42.459085,-71.275566,68 Marshall street,,Watertown,MA,02472,POINT (-71.275566 42.459085),POINT (-71.349922 42.6832339),68 Marshall street,,Watertown,MA,02472,Marijuana Microbusiness,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,Both Cultivating and Manufacturing,Indoor,12390,10/12/2019,6/16/2020,8/6/2020,9/17/2021,8/11/2022,8/17/2023,2/18/2022,12/19/2022
MC283477,Fish Road LLC,,,40 Fish Road,,Dudley,MA,01570,42.046922,-71.973775,Worcester,42.329642,-71.840209,40 Fish Road,,Dudley,MA,01571,POINT (-71.840209 42.329642),POINT (-71.973775 42.0469220),120 Schofield Avenue,,Dudley,MA,01571,Marijuana Cultivator,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,General Applicant,Indoor,"Tier 06: 40,001 to 50,000 sq. ft",,,80000,4/15/2021,9/3/2021,10/14/2021,,,,,12/19/2022
MP281917,I & I Rose Garden LLC,,,22 Birch Street,,Boston,MA,02131,42.286707,-71.130041,Suffolk,42.334948,-71.073493,22 Birch Street,,Roslindale,MA,02131,POINT (-71.073493 42.334948),POINT (-71.130041 42.286707),182 Poplar Street,,Roslindale,MA,02131,Marijuana Product Manufacturer,APPROVED,COMPLETE,FINAL LICENSE,Economic Empowerment Priority,,,,,600,7/16/2020,10/15/2021,11/18/2021,10/13/2022,11/10/2022,12/7/2023,,12/19/2022
MR284031,I & I Rose Garden LLC,,Boston,22 Birch St,,Boston,MA,02131,42.286707,-71.130041,Suffolk,42.334948,-71.073493,22 Birch Street,,Roslindale,MA,02131,POINT (-71.073493 42.334948),POINT (-71.130041 42.286707),182 Poplar St.,,Roslindale,MA,02131,Marijuana Retailer,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,Economic Empowerment Priority,,,,,600,1/14/2021,10/7/2022,11/10/2022,,,,,12/19/2022
MR281525,Boston Bud Factory Inc.,Boston Bud Factory,Holyoke,73 Sargeant St,,Holyoke,MA,01040,42.198338,-72.60966,Hampden,42.12756,-72.571312,73 Sargeant St,,Holyoke,MA,01040,POINT (-72.571312 42.12756),POINT (-72.609660 42.198338),37 Commercial St,,Holyoke,MA,01040,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,2000,6/1/2018,4/10/2019,5/30/2019,4/9/2020,9/15/2022,9/16/2023,7/6/2020,12/19/2022
MR284113,"Advesa MA, Inc.",Blue River Terps,Cambridge,966 Cambridge St.,,Cambridge,MA,02141,42.372642,-71.093182,Middlesex,42.459085,-71.275566,966 Cambridge St.,,Cambridge,MA,02141,POINT (-71.275566 42.459085),POINT (-71.093181 42.3726419),966 Cambridge St.,,Cambridge,MA,02141,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,Economic Empowerment Priority,,,,,2629,2/22/2021,4/9/2021,5/13/2021,,7/14/2022,7/15/2023,,12/19/2022
MP281397,Boston Bud Factory Inc.,Boston Bud Factory,,73 Sargeant St,,Holyoke,MA,01040,42.198338,-72.60966,Hampden,42.12756,-72.571312,73 Sargeant St,,Holyoke,MA,01040,POINT (-72.571312 42.12756),POINT (-72.609660 42.198338),37 Commercial St,,Holyoke,MA,01040,Marijuana Product Manufacturer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,2000,6/11/2018,4/10/2019,5/30/2019,8/6/2020,9/15/2022,9/16/2023,10/25/2021,12/19/2022
MR281454,"Advesa MA, Inc.",Blue River Terps,Somerville,690 Broadway,,Somerville,MA,02144,42.399594,-71.111853,Middlesex,42.459085,-71.275566,690 Broadway,,Somerville,MA,02144,POINT (-71.275566 42.459085),POINT (-71.111852 42.399594),690 Broadway,,Somerville,MA,02144,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,Economic Empowerment Priority,,,,,2193,5/19/2018,3/26/2021,5/13/2021,,7/14/2022,7/15/2023,,12/19/2022
MR282126,"Turning Leaf Centers Otis, LLC",,Otis,1570 North Main Road,,Otis,MA,02153,42.232826,-73.109745,Middlesex,42.459085,-71.275566,1570 north main road,,Otis,MA,02153,POINT (-71.275566 42.459085),POINT (-73.109745 42.2328260),PO Box 1328,,East Otis,MA,01029,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,4000,12/4/2018,6/12/2020,8/6/2020,,8/12/2021,9/18/2022,,12/19/2022
MC282213,"Turning Leaf Centers Otis, LLC",,Otis,1570 North Main Road,,Otis,MA,01253,42.232826,-73.109745,Berkshire,42.396128,-73.209889,1570 North Main Road,,Otis,MA,01253,POINT (-73.209889 42.396128),POINT (-73.109745 42.2328260),PO Box 1328,,East Otis,MA,01029,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 07: 50,001 to 60,000 sq. ft",,,60000,6/15/2019,6/12/2020,8/6/2020,,8/12/2021,9/18/2022,,12/19/2022
MP281704,"Turning Leaf Centers Otis, LLC",,Otis,1570 North Main Road,,Otis,MA,02153,42.232826,-73.109745,Middlesex,42.459085,-71.275566,1570 north main road,,Otis,MA,02153,POINT (-71.275566 42.459085),POINT (-73.109745 42.2328260),PO Box 1328,,East Otis,MA,01029,Marijuana Product Manufacturer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,2000,6/15/2019,6/12/2020,8/6/2020,,8/12/2021,9/21/2022,,12/19/2022
MC282497,Four Trees Holyoke LLC,,,1 Cabot Street,,Holyoke,MA,01040,42.196637,-72.602168,Hampden,42.12756,-72.571312,1 Cabot Street,,Holyoke,MA,01040,POINT (-72.571312 42.12756),POINT (-72.602168 42.1966370),1 Cabot Street,,Holyoke,MA,01040,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 01: up to 5,000 square feet",,,8900,11/19/2019,7/24/2020,9/10/2020,,12/8/2022,12/10/2023,,12/19/2022
MR283237,Four Trees Holyoke LLC,,,1 Cabot Street,,Holyoke,MA,01040,42.196637,-72.602168,Hampden,42.12756,-72.571312,1 Cabot Street,,Holyoke,MA,01040,POINT (-72.571312 42.12756),POINT (-72.602168 42.1966370),1 Cabot Street,,Holyoke,MA,01040,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,3500,1/16/2020,7/24/2020,9/10/2020,,12/8/2022,12/10/2023,,12/19/2022
MR281290,"M3 Ventures, Inc.",Triple M,,9 Collins Avenue,,Plymouth,MA,02360,41.960387,-70.691279,Plymouth,41.978877,-70.818958,9 Collins Avenue,,Plymouth,MA,02360,POINT (-70.818958 41.978877),POINT (-70.691278 41.9603869),9 Collins Avenue,,Plymouth,MA,02360,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,46000,4/20/2018,7/13/2018,8/9/2018,9/13/2019,10/13/2022,11/21/2023,1/15/2020,12/19/2022
MR282350,"M3 Ventures, Inc.",Triple M,,29 Echo Road,,Mashpee,MA,02469,41.65785,-70.496191,,,,9 Collins Avenue,,Plymouth,MA,02360,,POINT (-70.496190 41.6578500),9 Collins Avenue,,Plymouth,MA,02360,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,2000,1/29/2019,12/11/2019,2/7/2020,5/13/2021,1/20/2022,2/18/2023,6/7/2021,12/19/2022
MC283354,"M3 Ventures, Inc.",Triple M,,9 Collins Avenue,,Plymouth,MA,02360,41.960387,-70.691279,Plymouth,41.978877,-70.818958,9 Collins Avenue,,Plymouth,MA,02360,POINT (-70.818958 41.978877),POINT (-70.691278 41.9603869),9 Collins Avenue,,Plymouth,MA,02360,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,RMD Priority,Outdoor,"Tier 01: up to 5,000 square feet",,,46000,2/10/2021,4/2/2021,6/22/2021,,6/22/2021,6/22/2022,,12/19/2022
MP281346,"M3 Ventures, Inc.",Triple M,,9 Collins Avenue,,Plymouth,MA,02360,41.960387,-70.691279,Plymouth,41.978877,-70.818958,9 Collins Avenue,,Plymouth,MA,02360,POINT (-70.818958 41.978877),POINT (-70.691278 41.9603869),9 Collins Avenue,,Plymouth,MA,02360,Marijuana Product Manufacturer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,46000,5/16/2018,7/13/2018,8/9/2018,9/13/2019,10/13/2022,11/21/2023,1/15/2020,12/19/2022
MC281446,"M3 Ventures, Inc.",Triple M,,9 Collins Avenue,,Plymouth,MA,02360,41.960387,-70.691279,Plymouth,41.978877,-70.818958,9 Collins Avenue,,Plymouth,MA,02360,POINT (-70.818958 41.978877),POINT (-70.691278 41.9603869),9 Collins Avenue,,Plymouth,MA,02360,Marijuana Cultivator,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,46000,5/16/2018,7/13/2018,8/9/2018,9/13/2019,10/13/2022,11/21/2023,1/15/2020,12/19/2022
MC282072,"The Haven Center, Inc.",,,3065 Cranberry Highway,,Wareham,MA,02538,41.756153,-70.652111,Plymouth,41.978877,-70.818958,245 Rout 6A,,Orleans,MA,02653,POINT (-70.818958 41.978877),POINT (-70.652111 41.7561529),Po Box 2036,,Orleans,MA,02653,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,RMD Priority,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,16000,4/2/2019,6/4/2019,7/18/2019,,9/15/2022,9/24/2023,,12/19/2022
MR282581,"The Haven Center, Inc.",,,1435 Pleasant Street,,Fall River,MA,02723,41.69031,-71.134256,Bristol,41.778329,-71.102131,245 Route 6A,,Orleans,MA,02653,POINT (-71.102131 41.778329),POINT (-71.134255 41.6903099),245 Route 6A,,Orleans,MA,02653,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,RMD Priority,,,,,2914,4/7/2019,9/19/2019,6/4/2020,,7/14/2022,8/20/2023,,12/19/2022
MR282481,"The Haven Center, Inc.",N/A,,4018 Main Street,,Brewster,MA,02631,41.775658,-70.011502,Barnstable,41.698999,-70.301811,245 Route 6A,,Orleans,MA,02653,POINT (-70.301811 41.698999),POINT (-70.011501 41.775658),PO Box 2036,,Orleans,MA,02653,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,RMD Priority,,,,,4142,3/11/2019,3/26/2019,6/27/2019,,9/15/2022,9/24/2023,,12/19/2022
MR281258,"The Haven Center, Inc.",N/A,,"308-310 Commercial Street, Units A3, A4 and A5",,Provincetown,MA,02657,42.052188,-70.186018,Barnstable,41.698999,-70.301811,245 Route 6A,,Orleans,MA,02653,POINT (-70.301811 41.698999),POINT (-70.186018 42.0521880),Po Box 2036,,Orleans,MA,02653,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,2378,4/17/2018,4/5/2019,6/27/2019,9/17/2021,9/15/2022,9/24/2023,12/8/2021,12/19/2022
MP281639,"The Haven Center, Inc.",,,3065 Cranberry Highway,,Wareham,MA,02538,41.756153,-70.652111,Plymouth,41.978877,-70.818958,245 Rout 6A,,Orleans,MA,02653,POINT (-70.818958 41.978877),POINT (-70.652111 41.7561529),Po Box 2036,,Orleans,MA,02653,Marijuana Product Manufacturer,APPROVED,COMPLETE,PROVISIONAL LICENSE,RMD Priority,,,,,16000,4/3/2019,6/4/2019,7/18/2019,,9/15/2022,9/24/2023,,12/19/2022
MC282183,"Lifted Genetics, LLC",,Medway,6 Condon Way,,Hopedale,MA,01747,42.103721,-71.516945,Worcester,42.329642,-71.840209,42 Holliston St,,Medway,MA,02053,POINT (-71.840209 42.329642),POINT (-71.516945 42.103721),42 Holliston St,,Medway,MA,02053,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,15000,6/3/2019,7/10/2020,10/8/2020,,11/10/2022,11/19/2023,,12/19/2022
MC283507,Admiral Green Holdings Corp.,Admiral Green,Gloucester,58 Great Republic Drive,,Gloucester,MA,01930,42.624622,-70.645959,Essex,42.635475,-70.970827,58 Great Republic Drive,,Gloucester,MA,01930,POINT (-70.970827 42.635475),POINT (-70.645959 42.6246220),"226 South Main Street, Suite #6",,Fall River,MA,02721,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 04: 20,001 to 30,000 sq. ft",,,50000,5/5/2021,12/17/2021,3/10/2022,,3/22/2022,3/22/2023,,12/19/2022
MP282072,Admiral Green Holdings Corp.,,,58 Great Republic Drive,,Gloucester,MA,01930,42.624622,-70.645959,Essex,42.635475,-70.970827,58 Great Republic Drive,,Gloucester,MA,01930,POINT (-70.970827 42.635475),POINT (-70.645959 42.6246220),226 South Main Street,,Fall River,MA,02721,Marijuana Product Manufacturer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,50000,5/5/2021,12/17/2021,3/10/2022,,3/22/2022,3/22/2023,,12/19/2022
MR281282,Patriot Care Corp,Patriot Care Corp,Greenfield,7 Legion Avenue,,Greenfield,MA,01301,42.589211,-72.604172,Franklin,42.587072,-72.573941,7 Legion Avenue,,Greenfield,MA,01301,POINT (-72.573941 42.587072),POINT (-72.604172 42.5892109),70 Industrial Avenue East,Suite B,Lowell,MA,01852,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,6800,4/19/2018,7/31/2018,9/6/2018,1/24/2019,9/15/2022,9/16/2023,3/20/2019,12/19/2022
MC281265,Patriot Care Corp,Patriot Care Corp,Lowell,170 Lincoln Street,,Lowell,MA,01852,42.628303,-71.317051,Middlesex,42.459085,-71.275566,170 Lincoln Street,,Lowell,MA,01852,POINT (-71.275566 42.459085),POINT (-71.317051 42.6283030),70 Industrial Avenue East,Suite B,Lowell,MA,01852,Marijuana Cultivator,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,Indoor,"Tier 06: 40,001 to 50,000 sq. ft",,,40000,4/18/2018,7/31/2018,9/6/2018,1/24/2019,9/15/2022,9/16/2023,3/7/2019,12/19/2022
MR281284,Patriot Care Corp,Cannabist,Boston,21 Milk Street,,Boston,MA,02109,42.356647,-71.058271,Suffolk,42.334948,-71.073493,21 Milk Street,,Boston,MA,02116,POINT (-71.073493 42.334948),POINT (-71.058271 42.3566470),321 Billerica Road,,Chelmsford,MA,01824,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,6200,4/19/2018,10/22/2020,1/14/2021,7/15/2021,1/20/2022,1/21/2023,8/5/2021,12/19/2022
MP281308,Patriot Care Corp,Patriot Care Corp,Lowell,170 Lincoln Street,,Lowell,MA,01852,42.628303,-71.317051,Middlesex,42.459085,-71.275566,170 Lincoln Street,,Lowell,MA,01852,POINT (-71.275566 42.459085),POINT (-71.317051 42.6283030),70 Industrial Avenue East,Suite B,Lowell,MA,01852,Marijuana Product Manufacturer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,40000,4/19/2018,7/31/2018,9/6/2018,1/24/2019,9/15/2022,9/16/2023,3/7/2019,12/19/2022
MR281283,Patriot Care Corp,Cannabist,Lowell,70 Industrial Avenue East,Suite B,Lowell,MA,01852,42.614452,-71.316367,Middlesex,42.459085,-71.275566,70 Industrial Avenue East,Suite B,Lowell,MA,01852,POINT (-71.275566 42.459085),POINT (-71.316367 42.614452),70 Industrial Avenue East,Suite B,Lowell,MA,01852,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,5800,4/19/2018,7/31/2018,9/6/2018,1/24/2019,9/15/2022,9/16/2023,3/11/2019,12/19/2022
MC282148,Impressed LLC,,Dover,15 Commercial Waye,,Hanson,MA,02341,42.051843,-70.904548,Plymouth,41.978877,-70.818958,15 Commercial Waye,,Hanson,MA,02341,POINT (-70.818958 41.978877),POINT (-70.904548 42.0518429),10 Stonegate Lane,,Dover,MA,02030,Marijuana Cultivator,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,13000,5/14/2019,6/12/2020,9/10/2020,4/7/2022,11/10/2022,11/11/2023,10/31/2022,12/19/2022
MP281823,Impressed LLC,Impressed,Dover,15 Commercial Way,,Hanson,MA,02341,42.051843,-70.904548,Plymouth,41.978877,-70.818958,15 Commercial Way,,Hanson,MA,02341,POINT (-70.818958 41.978877),POINT (-70.904548 42.0518429),10 Stonegate Lane,,Dover,MA,02030,Marijuana Product Manufacturer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,20000,1/5/2020,10/5/2021,2/14/2022,,4/11/2022,4/11/2023,,12/19/2022
MR284580,"Rockland Old Exit 14, Inc.",Green Rock Cannabis,Rockland,1015 Hingham St.,,Rockland,MA,02370,42.16343,-70.899117,Plymouth,41.978877,-70.818958,1015 Hingham St.,,Rockland,MA,02370,POINT (-70.818958 41.978877),POINT (-70.899117 42.1634299),1015 Hingham Street,,Rockland,MA,02370,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,5000,2/1/2022,5/27/2022,8/11/2022,,8/16/2022,8/16/2023,,12/19/2022
